enhancer_chr,enhancer_chr_start,enhancer_chr_end,enhancer_id,promoter_chr,promoter_chr_start,promoter_chr_end,promoter_id,ENSG,gene_id,gene_type,reads_count,P-value,cell_line,methods
chr19,39126319,39184375,K562_SE_343,chrX,48630385,48649981,K562_MPT_13400,ENSG00000207367.1,RNU6-29P,snRNA,8,0.00267,K562,KARR-seq
chr1,28897644,28917048,K562_TE_432,chr2,47398650,47408740,K562_MPT_7259,ENSG00000143933.12,CALM2,protein_coding,8,0.00272,K562,KARR-seq
chr16,85548387,85639758,K562_SE_284,chr16,85386069,85396069,K562_MPT_5117,ENSG00000261567.1,RP11-680G10.1,protein_coding,8,0.00273,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr4,174084904,174095803,K562_MPT_10090,ENSG00000245213.2,RP11-10K16.1,lncRNA,11,0.00293,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr22,50211853,50226160,K562_MPT_8837,ENSG00000100425.14,BRD1,protein_coding,8,0.00293,K562,KARR-seq
chr17,40392872,40475968,K562_SE_305,chr6,27853570,27870344,K562_MPT_10914,ENSG00000233224.1,HIST1H2AM,protein_coding,8,0.00294,K562,KARR-seq
chr9,4799120,4902541,K562_SE_709,chr4,44850,58210,K562_MPT_9618,ENSG00000248302.2,Z95704.4,pseudogene,8,0.00305,K562,KARR-seq
chr6,15253980,15391637,K562_SE_569,chr11,93447769,93484651,K562_MPT_2530,ENSG00000200344.1,Y_RNA,misc_RNA,8,0.00312,K562,KARR-seq
chr9,94539287,94601264,K562_TE_22121,chr12,123863320,123879589,K562_MPT_3365,ENSG00000183955.8,SETD8,protein_coding,2,0.00316,K562,KARR-seq
chr6,158249402,158288821,K562_SE_630,chr2,85761288,85771765,K562_MPT_7433,ENSG00000168906.8,MAT2A,protein_coding,2,0.00316,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr5,37365887,37384387,K562_MPT_10218,ENSG00000113569.11,NUP155,protein_coding,13,0.00319,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr6,7134478,7144478,K562_MPT_10796,ENSG00000124782.15,RREB1,protein_coding,30,0.00321,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr9,126025843,126035855,K562_MPT_13081,ENSG00000165209.14,STRBP,protein_coding,12,0.00322,K562,KARR-seq
chr3,176855948,176909086,K562_TE_15500,chr5,179038925,179066785,K562_MPT_10725,ENSG00000169045.13,HNRNPH1,protein_coding,8,0.00339,K562,KARR-seq
chr8,130546590,130605033,K562_SE_702,chr2,158109110,158119110,K562_MPT_7672,ENSG00000136542.4,GALNT5,protein_coding,8,0.00341,K562,KARR-seq
chr8,130452382,130513523,K562_TE_21615,chr7,150060278,150085973,K562_MPT_12161,ENSG00000239377.1,RP4-584D14.6,lncRNA,8,0.00341,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr12,97291476,97311354,K562_MPT_3181,ENSG00000139350.7,NEDD1,protein_coding,12,0.00343,K562,KARR-seq
chr19,28942803,29111036,K562_SE_341,chr1,228265361,228275851,K562_MPT_1333,ENSG00000143761.9,ARF1,protein_coding,8,0.00352,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr7,129586167,129606916,K562_MPT_12058,ENSG00000200344.1,Y_RNA,misc_RNA,8,0.00356,K562,KARR-seq
chr6,68585750,68609380,K562_SE_605,chr19,47344405,47359249,K562_MPT_6841,ENSG00000042753.7,AP2S1,protein_coding,8,0.00356,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr20,30097231,30107324,K562_MPT_8108,ENSG00000101294.12,HM13,protein_coding,9,0.00361,K562,KARR-seq
chrX,15692043,15701551,K562_SE_741,chr22,20051685,20078581,K562_MPT_8554,ENSG00000221366.1,MIR1306,miRNA,7,0.00366,K562,KARR-seq
chr5,53545021,53626040,K562_SE_532,chr11,61191776,61202616,K562_MPT_2250,ENSG00000149532.11,CPSF7,protein_coding,7,0.00366,K562,KARR-seq
chr16,23953392,23990968,K562_TE_8141,chr10,60022694,60033818,K562_MPT_1640,ENSG00000151151.5,IPMK,protein_coding,7,0.00366,K562,KARR-seq
chr19,19553596,19601338,K562_SE_339,chr1,35725083,35739634,K562_MPT_368,ENSG00000146463.7,ZMYM4,protein_coding,7,0.00372,K562,KARR-seq
chr1,207977786,208061237,K562_SE_95,chr16,23507226,23526815,K562_MPT_4782,ENSG00000103365.11,GGA2,protein_coding,7,0.00372,K562,KARR-seq
chr1,230208360,230327626,K562_SE_104,chr20,61422805,61443625,K562_MPT_8340,ENSG00000229873.1,OGFR-AS1,lncRNA,7,0.00372,K562,KARR-seq
chr15,69089651,69107634,K562_TE_7489,chr1,151877113,151887284,K562_MPT_910,ENSG00000159445.8,THEM4,protein_coding,7,0.00372,K562,KARR-seq
chr1,39677799,39699453,K562_TE_589,chr22,31359187,31374398,K562_MPT_8671,ENSG00000133422.8,MORC2,protein_coding,7,0.00372,K562,KARR-seq
chr3,42042833,42103721,K562_TE_14587,chr20,34247480,34257878,K562_MPT_8161,ENSG00000214078.7,CPNE1,protein_coding,7,0.00372,K562,KARR-seq
chr1,65349691,65427295,K562_TE_899,chr3,128574369,128603472,K562_MPT_9314,ENSG00000250796.1,RP11-723O4.3,pseudogene,7,0.00372,K562,KARR-seq
chr12,46822934,46879214,K562_TE_4999,chr12,54373542,54431637,K562_MPT_3008,ENSG00000250133.2,HOXC-AS2,lncRNA,7,0.00372,K562,KARR-seq
chr3,15082131,15098135,K562_TE_14396,chr10,22998037,23008484,K562_MPT_1522,ENSG00000150867.9,PIP4K2A,protein_coding,7,0.00373,K562,KARR-seq
chr3,15082131,15098135,K562_TE_14396,chr3,128574369,128603472,K562_MPT_9314,ENSG00000250796.1,RP11-723O4.3,pseudogene,7,0.00375,K562,KARR-seq
chr20,3952819,4115469,K562_SE_397,chr20,3757095,3782078,K562_MPT_8031,ENSG00000125817.7,CENPB,protein_coding,7,0.00376,K562,KARR-seq
chr12,50925657,51019968,K562_SE_203,chr2,201922812,201941753,K562_MPT_7824,ENSG00000225695.1,HNRNPA1P35,pseudogene,7,0.00376,K562,KARR-seq
chr2,65568551,65649332,K562_SE_368,chr20,48724676,48737491,K562_MPT_8265,ENSG00000244687.7,UBE2V1,protein_coding,7,0.00376,K562,KARR-seq
chr12,104856215,104889173,K562_SE_207,chr14,104172607,104187145,K562_MPT_4068,ENSG00000269963.1,RP11-73M18.9,lncRNA,7,0.00376,K562,KARR-seq
chr20,30248381,30302816,K562_SE_401,chr17,42417630,42427673,K562_MPT_5573,ENSG00000030582.12,GRN,protein_coding,7,0.00376,K562,KARR-seq
chr1,143928750,144054981,K562_TE_1340,chr17,65357721,65367743,K562_MPT_5772,ENSG00000197170.5,PSMD12,protein_coding,7,0.00376,K562,KARR-seq
chr1,172550442,172577557,K562_TE_1715,chr15,66869528,66879528,K562_MPT_4362,ENSG00000259471.1,RP11-321F6.1,protein_coding,7,0.00376,K562,KARR-seq
chr6,53155206,53204126,K562_TE_18591,chr15,90803937,90813937,K562_MPT_4541,ENSG00000182768.7,NGRN,protein_coding,7,0.00376,K562,KARR-seq
chr6,135551782,135648636,K562_SE_616,chr19,52592358,52604018,K562_MPT_6948,ENSG00000197608.7,ZNF841,protein_coding,7,0.00376,K562,KARR-seq
chr1,35646569,35652759,K562_TE_519,chr1,207920402,207930468,K562_MPT_1239,ENSG00000117335.14,CD46,protein_coding,7,0.00377,K562,KARR-seq
chr20,29518179,29537518,K562_TE_13068,chr9,45722107,45743490,K562_MPT_12848,ENSG00000231517.2,RP11-7G23.5,pseudogene,7,0.00377,K562,KARR-seq
chr5,39137050,39197955,K562_SE_529,chr2,158109110,158119110,K562_MPT_7672,ENSG00000136542.4,GALNT5,protein_coding,7,0.00377,K562,KARR-seq
chr4,119199114,119205501,K562_TE_16423,chr6,117991665,118001665,K562_MPT_11309,ENSG00000153989.7,NUS1,protein_coding,7,0.00377,K562,KARR-seq
chr2,127391719,127435182,K562_SE_381,chr16,23507226,23526815,K562_MPT_4782,ENSG00000103365.11,GGA2,protein_coding,7,0.00377,K562,KARR-seq
chr6,147171445,147272129,K562_SE_624,chr3,52268158,52287977,K562_MPT_9105,ENSG00000164088.13,PPM1M,protein_coding,7,0.00385,K562,KARR-seq
chr12,46649266,46656000,K562_TE_4997,chr7,12438531,12448531,K562_MPT_11571,ENSG00000146530.7,VWDE,protein_coding,7,0.00385,K562,KARR-seq
chr10,6193264,6238100,K562_TE_2481,chr17,4838208,4860053,K562_MPT_5218,ENSG00000108518.7,PFN1,protein_coding,7,0.00385,K562,KARR-seq
chr11,65235059,65278329,K562_SE_179,chr1,51978981,51990000,K562_MPT_510,ENSG00000227070.1,RP11-191G24.1,lncRNA,20,0.00397,K562,KARR-seq
chr19,28942803,29111036,K562_SE_341,chr19,47283043,47296851,K562_MPT_6840,ENSG00000105281.8,SLC1A5,protein_coding,9,0.00397,K562,KARR-seq
chr11,65167965,65217131,K562_SE_178,chr12,6710846,6721642,K562_MPT_2742,ENSG00000111642.10,CHD4,protein_coding,9,0.00397,K562,KARR-seq
chr15,66880235,66981717,K562_SE_249,chr12,57018995,57044798,K562_MPT_3050,ENSG00000076108.7,BAZ2A,protein_coding,8,0.00397,K562,KARR-seq
chr7,127422022,127463787,K562_TE_20416,chr19,11703235,11713298,K562_MPT_6392,ENSG00000198551.5,ZNF627,protein_coding,7,0.00397,K562,KARR-seq
chr1,205110450,205174350,K562_TE_2005,chr7,123192509,123203309,K562_MPT_12024,ENSG00000128609.10,NDUFA5,protein_coding,7,0.00397,K562,KARR-seq
chr15,91078426,91120643,K562_TE_7741,chr3,73040936,73051509,K562_MPT_9176,ENSG00000163605.10,PPP4R2,protein_coding,7,0.00397,K562,KARR-seq
chr7,139661169,139680740,K562_TE_20587,chr15,59274854,59285337,K562_MPT_4316,ENSG00000157450.11,RNF111,protein_coding,7,0.00397,K562,KARR-seq
chr2,158119474,158127985,K562_SE_385,chr3,101287939,101300791,K562_MPT_9212,ENSG00000081154.7,PCNP,protein_coding,7,0.00397,K562,KARR-seq
chr16,85548387,85639758,K562_SE_284,chr17,65368575,65380082,K562_MPT_5773,ENSG00000154217.10,PITPNC1,protein_coding,7,0.00397,K562,KARR-seq
chr22,35604301,35637609,K562_TE_14017,chr8,145545337,145564943,K562_MPT_12692,ENSG00000170616.9,SCRT1,protein_coding,7,0.00397,K562,KARR-seq
chr1,46813042,46814101,K562_TE_729,chr4,109536551,109546812,K562_MPT_9950,ENSG00000109475.12,RPL34,protein_coding,7,0.00397,K562,KARR-seq
chr6,7086614,7181133,K562_SE_561,chr22,30157950,30168363,K562_MPT_8652,ENSG00000100319.11,ZMAT5,protein_coding,7,0.00397,K562,KARR-seq
chr1,44323856,44350933,K562_TE_673,chr20,52819386,52829386,K562_MPT_8299,ENSG00000101132.5,PFDN4,protein_coding,7,0.00397,K562,KARR-seq
chr10,75609056,75654682,K562_TE_3018,chr10,75629219,75639343,K562_MPT_1721,ENSG00000148660.16,CAMK2G,protein_coding,7,0.00397,K562,KARR-seq
chr18,55316801,55335760,K562_TE_10067,chr19,39331139,39347978,K562_MPT_6686,ENSG00000269688.1,AC008982.2,lncRNA,7,0.00397,K562,KARR-seq
chr17,17286868,17287365,K562_TE_8847,chr15,43656874,43668313,K562_MPT_4227,ENSG00000137822.8,TUBGCP4,protein_coding,7,0.00397,K562,KARR-seq
chr8,126937450,126959759,K562_TE_21586,chr11,68666246,68676365,K562_MPT_2403,ENSG00000132740.4,IGHMBP2,protein_coding,7,0.00397,K562,KARR-seq
chr16,88938381,88973032,K562_TE_8642,chr4,74899406,74909406,K562_MPT_9837,ENSG00000163734.4,CXCL3,protein_coding,7,0.00397,K562,KARR-seq
chr3,171781031,171825665,K562_TE_15473,chr12,14532998,14552797,K562_MPT_2807,ENSG00000171681.8,ATF7IP,protein_coding,7,0.00397,K562,KARR-seq
chr1,39677799,39699453,K562_TE_589,chr19,6715693,6745929,K562_MPT_6306,ENSG00000125734.9,GPR108,protein_coding,7,0.00397,K562,KARR-seq
chr14,103909679,103922913,K562_TE_6958,chr1,84759049,84773716,K562_MPT_617,ENSG00000203943.4,SAMD13,protein_coding,7,0.00397,K562,KARR-seq
chr11,33879660,33934760,K562_TE_3804,chr6,26151559,26169300,K562_MPT_10876,ENSG00000217159.2,LARP1P1,pseudogene,7,0.00397,K562,KARR-seq
chr3,170795026,170807711,K562_TE_15452,chr2,71553858,71563912,K562_MPT_7380,ENSG00000075292.14,ZNF638,protein_coding,7,0.00397,K562,KARR-seq
chr9,80494644,80638505,K562_SE_716,chr5,130716299,130726299,K562_MPT_10477,ENSG00000158985.9,CDC42SE2,protein_coding,7,0.00397,K562,KARR-seq
chr1,27518381,27547249,K562_TE_403,chr2,9765745,9783901,K562_MPT_7095,ENSG00000134308.9,YWHAQ,protein_coding,7,0.00397,K562,KARR-seq
chr11,3159815,3175889,K562_TE_3548,chr1,202124119,202142179,K562_MPT_1185,ENSG00000243323.1,PTPRVP,pseudogene,7,0.00397,K562,KARR-seq
chr6,10759357,10772469,K562_TE_18104,chr17,34130901,34141493,K562_MPT_5450,ENSG00000172660.7,TAF15,protein_coding,7,0.00397,K562,KARR-seq
chr7,101482129,101596250,K562_SE_657,chr16,12892708,12902874,K562_MPT_4719,ENSG00000103381.7,CPPED1,protein_coding,7,0.00397,K562,KARR-seq
chr3,112383842,112418611,K562_TE_14987,chr5,180224794,180242456,K562_MPT_10742,ENSG00000131446.11,MGAT1,protein_coding,7,0.00397,K562,KARR-seq
chr11,5474831,5483144,K562_TE_3584,chr14,24012663,24042279,K562_MPT_3720,ENSG00000136367.12,ZFHX2,protein_coding,7,0.00397,K562,KARR-seq
chr11,43386678,43415554,K562_TE_3854,chr6,153598868,153608868,K562_MPT_11437,ENSG00000218426.5,RP11-475C16.1,pseudogene,7,0.00397,K562,KARR-seq
chr22,41006346,41026064,K562_TE_14143,chr19,14514535,14535179,K562_MPT_6450,ENSG00000267379.1,CTC-548K16.5,lncRNA,7,0.00397,K562,KARR-seq
chr7,39672221,39685523,K562_TE_19750,chr11,108530752,108540849,K562_MPT_2576,ENSG00000178105.5,DDX10,protein_coding,7,0.00397,K562,KARR-seq
chrX,109379561,109445287,K562_TE_23114,chr17,38460444,38479537,K562_MPT_5502,ENSG00000131759.13,RARA,protein_coding,7,0.00397,K562,KARR-seq
chr12,7268607,7275690,K562_TE_4742,chr16,28820994,28840772,K562_MPT_4818,ENSG00000260796.1,RP11-1348G14.5,lncRNA,7,0.00397,K562,KARR-seq
chr3,150135131,150190369,K562_SE_485,chr21,45548487,45561001,K562_MPT_8490,ENSG00000160221.12,C21orf33,protein_coding,7,0.00397,K562,KARR-seq
chr10,33339133,33355796,K562_TE_2729,chr9,138848226,138858226,K562_MPT_13217,ENSG00000130560.4,UBAC1,protein_coding,7,0.00397,K562,KARR-seq
chr14,103464920,103489501,K562_TE_6948,chr19,12802395,12812457,K562_MPT_6416,ENSG00000132004.8,FBXW9,protein_coding,7,0.00397,K562,KARR-seq
chr4,1964617,1966423,K562_TE_15748,chr3,9686117,9696196,K562_MPT_8874,ENSG00000163719.14,MTMR14,protein_coding,7,0.00397,K562,KARR-seq
chr3,48865667,48873635,K562_TE_14685,chr2,114456655,114466655,K562_MPT_7578,ENSG00000227359.1,AC017074.2,lncRNA,7,0.00397,K562,KARR-seq
chr3,4445212,4475436,K562_TE_14279,chr5,180224794,180242456,K562_MPT_10742,ENSG00000131446.11,MGAT1,protein_coding,7,0.00397,K562,KARR-seq
chr16,30885604,30894756,K562_TE_8237,chr14,21725836,21742653,K562_MPT_3688,ENSG00000092199.13,HNRNPC,protein_coding,7,0.00397,K562,KARR-seq
chr10,43867057,43898149,K562_TE_2770,chr17,3814794,3824794,K562_MPT_5205,ENSG00000108405.3,P2RX1,protein_coding,7,0.00397,K562,KARR-seq
chr9,127502989,127524485,K562_TE_22441,chr1,89144905,89155887,K562_MPT_638,ENSG00000237505.2,RP11-76N22.2,lncRNA,7,0.00397,K562,KARR-seq
chr17,64397174,64418217,K562_TE_9472,chr8,124079920,124092160,K562_MPT_12591,ENSG00000156787.12,TBC1D31,protein_coding,7,0.00397,K562,KARR-seq
chr2,38689285,38714124,K562_TE_11315,chr11,66019765,66041061,K562_MPT_2350,ENSG00000254855.1,RP11-867G23.1,lncRNA,7,0.00397,K562,KARR-seq
chr5,149389031,149407916,K562_TE_17743,chr1,90090284,90103631,K562_MPT_644,ENSG00000231999.2,RP5-1007M22.2,lncRNA,7,0.00397,K562,KARR-seq
chr2,198773865,198819349,K562_SE_391,chr19,37258716,37271810,K562_MPT_6654,ENSG00000267353.1,CTD-2162K18.3,lncRNA,7,0.00397,K562,KARR-seq
chr2,55835915,55838487,K562_TE_11472,chr11,17090499,17104334,K562_MPT_2092,ENSG00000201403.1,SNORD14B,snoRNA,7,0.00397,K562,KARR-seq
chr20,36701782,36772967,K562_SE_404,chr19,16671362,16688193,K562_MPT_6477,ENSG00000269085.1,CTD-3222D19.10,lncRNA,7,0.00397,K562,KARR-seq
chr12,93754564,93822435,K562_TE_5413,chr10,85894196,85905338,K562_MPT_1748,ENSG00000271933.1,RP11-338I21.1,lncRNA,7,0.00397,K562,KARR-seq
chr5,135827675,135837352,K562_TE_17602,chr1,46044518,46054737,K562_MPT_485,ENSG00000132780.12,NASP,protein_coding,7,0.00397,K562,KARR-seq
chr17,37509140,37543293,K562_TE_9083,chr12,22692187,22702480,K562_MPT_2828,ENSG00000111731.8,C2CD5,protein_coding,7,0.00397,K562,KARR-seq
chr9,114821347,114858734,K562_SE_727,chr1,65767204,65780228,K562_MPT_573,ENSG00000116675.11,DNAJC6,protein_coding,7,0.00397,K562,KARR-seq
chr2,200296297,200312162,K562_TE_12519,chr2,158109110,158119110,K562_MPT_7672,ENSG00000136542.4,GALNT5,protein_coding,7,0.00397,K562,KARR-seq
chr1,39850033,39868414,K562_SE_35,chrX,40939888,40949888,K562_MPT_13355,ENSG00000124486.8,USP9X,protein_coding,7,0.00397,K562,KARR-seq
chr11,67330563,67388321,K562_TE_4114,chr22,20900274,20910294,K562_MPT_8568,ENSG00000099917.13,MED15,protein_coding,7,0.00397,K562,KARR-seq
chr1,235563098,235575372,K562_TE_2318,chr20,44986813,44998043,K562_MPT_8242,ENSG00000080189.10,SLC35C2,protein_coding,7,0.00397,K562,KARR-seq
chr12,94121091,94218632,K562_SE_205,chr16,23563392,23574052,K562_MPT_4783,ENSG00000103353.11,UBFD1,protein_coding,7,0.00397,K562,KARR-seq
chr3,195413396,195443188,K562_TE_15665,chr10,100169941,100179941,K562_MPT_1823,ENSG00000119943.6,PYROXD2,protein_coding,7,0.00397,K562,KARR-seq
chr10,79728641,79746986,K562_SE_147,chr7,148633580,148643580,K562_MPT_12140,ENSG00000252310.1,RNY5,misc_RNA,7,0.00397,K562,KARR-seq
chr21,15895661,15911188,K562_TE_13473,chr16,57214729,57225245,K562_MPT_4955,ENSG00000172775.12,FAM192A,protein_coding,7,0.00397,K562,KARR-seq
chr22,38019850,38031389,K562_TE_14069,chr6,15240231,15254143,K562_MPT_10836,ENSG00000008083.9,JARID2,protein_coding,7,0.00397,K562,KARR-seq
chr1,174173174,174186471,K562_TE_1746,chr13,50651108,50661307,K562_MPT_3556,ENSG00000231607.4,DLEU2,lncRNA,7,0.00397,K562,KARR-seq
chr3,171125524,171171823,K562_TE_15461,chr9,135991563,136001563,K562_MPT_13197,ENSG00000160271.10,RALGDS,protein_coding,7,0.00397,K562,KARR-seq
chr14,65290181,65358039,K562_SE_230,chr6,106768292,106778666,K562_MPT_11252,ENSG00000057663.8,ATG5,protein_coding,7,0.00397,K562,KARR-seq
chr15,91078426,91120643,K562_TE_7741,chr3,142715309,142726070,K562_MPT_9394,ENSG00000268129.1,RP11-91G21.1,lncRNA,7,0.00397,K562,KARR-seq
chr10,50340120,50390405,K562_SE_134,chr4,44675446,44685573,K562_MPT_9771,ENSG00000177752.10,YIPF7,protein_coding,7,0.00397,K562,KARR-seq
chr7,29682587,29730623,K562_TE_19660,chr7,150749297,150764721,K562_MPT_12168,ENSG00000164889.8,SLC4A2,protein_coding,7,0.00397,K562,KARR-seq
chr3,124311285,124382894,K562_TE_15055,chr1,228669762,228679762,K562_MPT_1341,ENSG00000168159.9,RNF187,protein_coding,7,0.00397,K562,KARR-seq
chr17,76223708,76314289,K562_SE_319,chr16,2862164,2872880,K562_MPT_4645,ENSG00000007038.6,PRSS21,protein_coding,7,0.00397,K562,KARR-seq
chr5,134386567,134400234,K562_TE_17587,chr12,123863320,123879589,K562_MPT_3365,ENSG00000183955.8,SETD8,protein_coding,7,0.00397,K562,KARR-seq
chr1,206822526,206911221,K562_SE_91,chr16,77219732,77230097,K562_MPT_5083,ENSG00000103111.10,MON1B,protein_coding,7,0.00397,K562,KARR-seq
chr15,67364799,67413034,K562_SE_250,chr2,228184867,228197228,K562_MPT_7918,ENSG00000168958.15,MFF,protein_coding,7,0.00397,K562,KARR-seq
chr2,171992468,172012441,K562_TE_12304,chr8,67966141,67982178,K562_MPT_12438,ENSG00000104218.9,CSPP1,protein_coding,7,0.00397,K562,KARR-seq
chr9,37185390,37210348,K562_TE_21899,chr1,183435864,183447067,K562_MPT_1140,ENSG00000116698.16,SMG7,protein_coding,7,0.00397,K562,KARR-seq
chr3,47996063,48004756,K562_TE_14672,chr1,40834369,40845320,K562_MPT_426,ENSG00000084070.7,SMAP2,protein_coding,7,0.00397,K562,KARR-seq
chr5,177962481,177985069,K562_TE_17951,chr17,27029902,27079670,K562_MPT_5389,ENSG00000264577.1,AC010761.8,lncRNA,7,0.00397,K562,KARR-seq
chr1,235246582,235287340,K562_TE_2314,chr4,140581922,140591989,K562_MPT_10021,ENSG00000085871.4,MGST2,protein_coding,7,0.00397,K562,KARR-seq
chr1,41692510,41702725,K562_TE_628,chr12,123937188,123954053,K562_MPT_3367,ENSG00000184209.14,SNRNP35,protein_coding,7,0.00397,K562,KARR-seq
chr11,3931465,4018538,K562_TE_3561,chr1,161470220,161480220,K562_MPT_1024,ENSG00000143226.9,FCGR2A,protein_coding,7,0.00397,K562,KARR-seq
chr7,154989900,155006586,K562_SE_675,chr1,55675762,55693052,K562_MPT_547,ENSG00000231095.1,GYG1P3,pseudogene,7,0.00397,K562,KARR-seq
chr10,73596173,73654646,K562_SE_142,chr4,89739352,89749512,K562_MPT_9907,ENSG00000138640.10,FAM13A,protein_coding,7,0.00397,K562,KARR-seq
chrX,109466737,109495036,K562_TE_23115,chr11,44112099,44122773,K562_MPT_2167,ENSG00000151348.9,EXT2,protein_coding,7,0.00397,K562,KARR-seq
chr12,109058324,109082752,K562_TE_5549,chr11,118884142,118894654,K562_MPT_2627,ENSG00000118181.6,RPS25,protein_coding,7,0.00397,K562,KARR-seq
chr22,40578986,40607202,K562_TE_14131,chr12,62667409,62677409,K562_MPT_3079,ENSG00000135655.9,USP15,protein_coding,7,0.00397,K562,KARR-seq
chr15,85152803,85192098,K562_TE_7691,chr16,4519543,4531460,K562_MPT_4676,ENSG00000103415.7,HMOX2,protein_coding,7,0.00397,K562,KARR-seq
chr9,68725067,68734935,K562_TE_21982,chr2,27799813,27810976,K562_MPT_7178,ENSG00000221531.1,AC074091.1,miRNA,7,0.00397,K562,KARR-seq
chr15,81437955,81467278,K562_TE_7635,chr9,130848743,130871001,K562_MPT_13124,ENSG00000148339.8,SLC25A25,protein_coding,7,0.00397,K562,KARR-seq
chr18,9113045,9118816,K562_TE_9790,chr22,36419473,36429473,K562_MPT_8698,ENSG00000100320.18,RBFOX2,protein_coding,7,0.00397,K562,KARR-seq
chr15,55510158,55589862,K562_SE_243,chr4,48480360,48490360,K562_MPT_9780,ENSG00000145248.6,SLC10A4,protein_coding,7,0.00397,K562,KARR-seq
chr1,165801944,165840770,K562_TE_1644,chr19,45676485,45687927,K562_MPT_6808,ENSG00000007255.6,TRAPPC6A,protein_coding,7,0.00397,K562,KARR-seq
chr7,123349629,123383230,K562_TE_20396,chr10,70743487,70755893,K562_MPT_1677,ENSG00000198954.4,KIAA1279,protein_coding,7,0.00397,K562,KARR-seq
chr1,224003589,224028500,K562_TE_2175,chr1,38450659,38462134,K562_MPT_398,ENSG00000183431.7,SF3A3,protein_coding,7,0.00397,K562,KARR-seq
chr9,37079146,37105489,K562_TE_21896,chr3,14984012,14994931,K562_MPT_8920,ENSG00000225733.1,FGD5-AS1,lncRNA,7,0.00397,K562,KARR-seq
chr1,29462900,29499182,K562_TE_446,chr14,50857617,50869122,K562_MPT_3803,ENSG00000258857.1,RP11-247L20.3,lncRNA,7,0.00397,K562,KARR-seq
chr8,116655387,116663526,K562_TE_21505,chr19,1391466,1418900,K562_MPT_6189,ENSG00000248015.2,AC005329.7,lncRNA,7,0.00397,K562,KARR-seq
chr9,100691379,100765772,K562_SE_721,chr6,28968037,28978037,K562_MPT_10936,ENSG00000197935.6,ZNF311,protein_coding,7,0.00397,K562,KARR-seq
chr19,55978585,55979916,K562_TE_10922,chr19,55966398,55978710,K562_MPT_7012,ENSG00000063241.3,ISOC2,protein_coding,7,0.00402,K562,KARR-seq
chr5,149389031,149407916,K562_TE_17743,chr6,161407759,161418374,K562_MPT_11464,ENSG00000272841.1,RP3-428L16.2,lncRNA,7,0.00402,K562,KARR-seq
chr6,28338300,28352198,K562_TE_18297,chr12,31472096,31484992,K562_MPT_2861,ENSG00000139146.9,FAM60A,protein_coding,7,0.00402,K562,KARR-seq
chr5,53387073,53387576,K562_TE_17011,chr11,73082309,73092713,K562_MPT_2438,ENSG00000054967.8,RELT,protein_coding,7,0.00402,K562,KARR-seq
chr3,43430363,43431935,K562_TE_14606,chr22,36872387,36883077,K562_MPT_8707,ENSG00000100348.5,TXN2,protein_coding,7,0.00402,K562,KARR-seq
chr3,129802818,129813985,K562_TE_15139,chr19,42741045,42764309,K562_MPT_6753,ENSG00000268643.1,AC006486.9,protein_coding,7,0.00402,K562,KARR-seq
chr17,57062652,57063525,K562_TE_9373,chr10,18935551,18953334,K562_MPT_1514,ENSG00000241058.1,NSUN6,protein_coding,7,0.00402,K562,KARR-seq
chr10,73982583,73983461,K562_TE_2981,chr8,145545337,145564943,K562_MPT_12692,ENSG00000170616.9,SCRT1,protein_coding,7,0.00402,K562,KARR-seq
chr12,112170521,112195692,K562_TE_5589,chr1,1203851,1215617,K562_MPT_27,ENSG00000230415.1,RP5-902P8.10,lncRNA,7,0.00402,K562,KARR-seq
chr11,76076394,76083371,K562_TE_4258,chr12,102219457,102229716,K562_MPT_3196,ENSG00000111670.10,GNPTAB,protein_coding,7,0.00402,K562,KARR-seq
chr3,99668747,99673078,K562_TE_14927,chr15,85254294,85264947,K562_MPT_4509,ENSG00000140612.9,SEC11A,protein_coding,7,0.00402,K562,KARR-seq
chr2,91954187,91959795,K562_TE_11775,chr22,24984030,25008631,K562_MPT_8618,ENSG00000100031.14,GGT1,protein_coding,7,0.00402,K562,KARR-seq
chr17,37472720,37495263,K562_SE_303,chr5,10756177,10772736,K562_MPT_10178,ENSG00000112977.11,DAP,protein_coding,7,0.00402,K562,KARR-seq
chr5,140891255,140901698,K562_TE_17653,chr6,71368982,71382621,K562_MPT_11171,ENSG00000112305.10,SMAP1,protein_coding,7,0.00402,K562,KARR-seq
chr11,119345624,119352138,K562_TE_4577,chr5,141011400,141022009,K562_MPT_10564,ENSG00000171720.5,HDAC3,protein_coding,7,0.00402,K562,KARR-seq
chr1,29228335,29233211,K562_TE_440,chr19,18072934,18087834,K562_MPT_6508,ENSG00000105642.11,KCNN1,protein_coding,7,0.00402,K562,KARR-seq
chr14,19680508,19690739,K562_TE_6318,chr2,113517204,113527254,K562_MPT_7565,ENSG00000169607.8,CKAP2L,protein_coding,7,0.00402,K562,KARR-seq
