Year	PMID	Title	Species	Genome_Build	Chromosome	Start	End	TF	Target_Gene	Type(Enhancer_or_SE)	Regulatory_State(Active/Silenced)	Condition(Disease/Normal)	Disease_Name	MONDO	DOID	Tissue	Tissue Ontology_ID	Cell_Source	CVCL_ID	Cell_Type	Cell Ontology_ID	Experiment_Type	High_Throughput_Method	Low_Throughput_Method
2016	26813977	A new class of temporarily phenotypic enhancers identified by CRISPR/Cas9-mediated genetic screening	Homo sapiens	hg19	chr6	30904342	30904788	TEAD4	POU5F1	Enhancer	Active	Normal				Inner cell mass	UBERON:0000087	H1 human embryonic stem cells	CVCL_9771	embryonic stem cell	CL:0002322	Functional perturbation assay, Genetic screen	ChIP-seq	CRISPR Knockout
2016	26813977	A new class of temporarily phenotypic enhancers identified by CRISPR/Cas9-mediated genetic screening	Homo sapiens	hg19	chr6	31234516	31234664	CTCF	POU5F1	Enhancer	Active	Normal				Inner cell mass	UBERON:0000087	H1 human embryonic stem cells	CVCL_9771	embryonic stem cell	CL:0002322	Functional perturbation assay, Genetic screen	ChIP-seq	CRISPR Knockout
2018	30012865	Identification of a Novel Enhancer/Chromatin Opening Element Associated with High-Level ?|??-Globin Gene Expression	Homo sapiens	hg19	chr11	5279732	5280272	EGR1	HBG2	Enhancer	Active	Disease	chronic myeloid leukemia	MONDO:0011998	DOID:8552	Bone marrow	UBERON:0002371	K562	CVCL_0004	chronic myeloid leukemia cell	CL:0001054	Functional perturbation assay, Enhancer activity assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	30012865	Identification of a Novel Enhancer/Chromatin Opening Element Associated with High-Level ?|??-Globin Gene Expression	Homo sapiens	hg19	chr11	5279732	5280272	EGR1	HBG2	Enhancer	Active	Normal				Blood	UBERON:0000178	primary erythroblasts		erythroblast	CL:0000765	Functional perturbation assay, Enhancer activity assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2020	31905229	Ligand dependent gene regulation by transient ER?|?? clustered enhancers	Homo sapiens	hg19	chr21	42660000	42661000	ESR1	TFF1	Enhancer	Active	Disease	breast adenocarcinoma	MONDO:0004982	DOID:1612	Breast	UBERON:0000310	MCF-7 breast cancer cell line	CVCL_0031	breast adenocarcinoma cell	CL:0000646	Functional perturbation assay, Chromatin interaction assay	ChIP-seq, 5C, ChIA-PET	CRISPR Knockout, RT-qPCR, ImmunoFISH
2020	31905229	Ligand dependent gene regulation by transient ER?|?? clustered enhancers	Homo sapiens	hg19	chr21	42660000	42661000	ESR1	TFF2	Enhancer	Active	Disease	breast adenocarcinoma	MONDO:0004982	DOID:1612	Breast	UBERON:0000310	MCF-7 breast cancer cell line	CVCL_0031	breast adenocarcinoma cell	CL:0000646	Functional perturbation assay, Chromatin interaction assay	ChIP-seq, 5C, ChIA-PET	CRISPR Knockout, RT-qPCR, ImmunoFISH
2020	31905229	Ligand dependent gene regulation by transient ER?|?? clustered enhancers	Homo sapiens	hg19	chr21	42660000	42661000	ESR1	TFF3	Enhancer	Active	Disease	breast adenocarcinoma	MONDO:0004982	DOID:1612	Breast	UBERON:0000310	MCF-7 breast cancer cell line	CVCL_0031	breast adenocarcinoma cell	CL:0000646	Functional perturbation assay, Chromatin interaction assay	ChIP-seq, 5C, ChIA-PET	CRISPR Knockout, RT-qPCR, ImmunoFISH
2020	31905229	Ligand dependent gene regulation by transient ER?|?? clustered enhancers	Homo sapiens	hg19	chr2	10860000	10861000	ESR1	GREB1	Enhancer	Active	Disease	breast adenocarcinoma	MONDO:0004982	DOID:1612	Breast	UBERON:0000310	MCF-7 breast cancer cell line	CVCL_0031	breast adenocarcinoma cell	CL:0000646	Functional perturbation assay	ChIP-seq	CRISPRi, RT-qPCR
2021	33671852	CRISPR Deletion of a SVA Retrotransposon Demonstrates Function as a cis-Regulatory Element at the TRPV1/TRPV3 Intergenic Region	Homo sapiens	hg19	chr17	3466973	3468374		TRPV1	Enhancer	Active	Normal				Embryonic Kidney	UBERON:0002113	HEK293 cell line	CVCL_0045	embryonic kidney cell	CL:0002139	Enhancer activity assay, Functional perturbation assay	RNA-seq	Luciferase Reporter Assay, CRISPR Knockout, RT-qPCR
2016	26751173	Functional genetic screens for enhancer elements in the human genome using CRISPR-Cas9	Homo sapiens	hg19	chr6	36631690	36640853	TP53	CDKN1A	Enhancer	Active	Normal				Skin	UBERON:0000014	BJ foreskin fibroblasts	CVCL_3653	fibroblast	CL:0000057	Enhancer activity assay	ChIP-seq	Luciferase Reporter Assay
2018	29385519	Genomic dissection of enhancers uncovers principles of combinatorial regulation and cell type-specific wiring of enhancer-promoter contacts	Homo sapiens	hg19	chr5	172131000	172132000	NR3C1	DUSP1	Enhancer	Active	Disease	osteosarcoma	MONDO:0005087	DOID:3347	Bone	UBERON:0001474	U2OS	CVCL_0042	osteosarcoma cell	CL:0000062	Enhancer activity assay, Chromatin interaction assay	ChIP-seq, Hi-C	qRT-PCR, and ChIP-qPCR
2018	29385519	Genomic dissection of enhancers uncovers principles of combinatorial regulation and cell type-specific wiring of enhancer-promoter contacts	Homo sapiens	hg19	chr5	172131000	172132000	NR3C1	DUSP1	Enhancer	Active	Disease	lung adenocarcinoma	MONDO:0005032	DOID:3905	Lung	UBERON:0002048	A549 cell lines	CVCL_0023	lung adenocarcinoma cell	CL:0001069	Enhancer activity assay, Chromatin interaction assay	ChIP-seq, Hi-C	qRT-PCR, and ChIP-qPCR
2021	33761351	An interdependent network of functional enhancers regulates transcription and EZH2 loading at the INK4a/ARF locus	Homo sapiens	hg19	chr9	21968000	21973000		CDKN2A	Enhancer	Active	Normal				Lung	UBERON:0002048	IMR-90 fetal lung fibroblasts	CVCL_0034	fetal lung fibroblast	CL:0000057	Functional perturbation assay, Chromatin interaction assay	3C-seq, RNA-seq	CRISPR Knockout, CRISPRi, RT-qPCR, Western blot
2021	33761351	An interdependent network of functional enhancers regulates transcription and EZH2 loading at the INK4a/ARF locus	Homo sapiens	hg19	chr9	21973000	21978000		CDKN2A	Enhancer	Active	Normal				Lung	UBERON:0002048	IMR-90 fetal lung fibroblasts	CVCL_0034	fetal lung fibroblast	CL:0000057	Functional perturbation assay, Chromatin interaction assay	3C-seq, RNA-seq	CRISPR Knockout, CRISPRi, RT-qPCR, Western blot
2021	33761351	An interdependent network of functional enhancers regulates transcription and EZH2 loading at the INK4a/ARF locus	Homo sapiens	hg19	chr9	21978000	21983000		CDKN2A	Enhancer	Active	Normal				Lung	UBERON:0002048	IMR-90 fetal lung fibroblasts	CVCL_0034	fetal lung fibroblast	CL:0000057	Functional perturbation assay, Chromatin interaction assay	3C-seq, RNA-seq	CRISPR Knockout, CRISPRi, RT-qPCR, Western blot
2021	33761351	An interdependent network of functional enhancers regulates transcription and EZH2 loading at the INK4a/ARF locus	Homo sapiens	hg19	chr9	21983000	21988000		CDKN2A	Enhancer	Active	Normal				Lung	UBERON:0002048	IMR-90 fetal lung fibroblasts	CVCL_0034	fetal lung fibroblast	CL:0000057	Functional perturbation assay, Chromatin interaction assay	3C-seq, RNA-seq	CRISPR Knockout, CRISPRi, RT-qPCR, Western blot
2016	26751173	Functional genetic screens for enhancer elements in the human genome using CRISPR-Cas9	Homo sapiens	hg19	chr6	36633000	36637000		CDKN1A	Enhancer	Active	Disease	transformed fibroblast			Skin	UBERON:0000014	BJ-RASG12V transformed fibroblast cell line		transformed fibroblast	CL:0000057	Genetic perturbation screen	CRISPR-Cas9 pooled screen sequencing	Luciferase Reporter Assay
2018	30119690	Functional CRISPR screen identifies AP1-associated enhancer regulating FOXF1 to modulate oncogene-induced senescence	Homo sapiens	hg19	chr16	84000000	84001000	FOS	FOXF1	Enhancer	Active	Disease	oncogene-induced cellular senescence	MONDO:0024500		Skin	UBERON:0000014	BJ foreskin fibroblasts	CVCL_3653	fibroblast	CL:0000057	Functional perturbation assay, Senescence assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	30033119	Functional Dissection of the Enhancer Repertoire in Human Embryonic Stem Cells	Homo sapiens	hg19	chr3	181428000	181429000	NANOG	SOX2	Enhancer	Active	Normal				Inner cell mass	UBERON:0000087	H9 human embryonic stem cells	CVCL_9774	embryonic stem cell	CL:0002322	Enhancer activity assay	ChIP-seq, ATAC-seq	qRT-PCR, and ChIP-qPCR
2021	33671852	CRISPR Deletion of a SVA Retrotransposon Demonstrates Function as a cis-Regulatory Element at the TRPV1/TRPV3 Intergenic Region	Homo sapiens	hg19	chr17	3466258	3466820		TRPV3	Enhancer	Active	Normal				Embryonic Kidney	UBERON:0002113	HEK293 cell line	CVCL_0045	embryonic kidney cell	CL:0002139	Enhancer activity assay	RNA-seq	Luciferase Reporter Assay
2021	33671852	CRISPR Deletion of a SVA Retrotransposon Demonstrates Function as a cis-Regulatory Element at the TRPV1/TRPV3 Intergenic Region	Homo sapiens	hg19	chr17	3466258	3466820		TRPV1	Enhancer	Active	Normal				Embryonic Kidney	UBERON:0002113	HEK293 cell line	CVCL_0045	embryonic kidney cell	CL:0002139	Enhancer activity assay	RNA-seq	Luciferase Reporter Assay
2021	33671852	CRISPR Deletion of a SVA Retrotransposon Demonstrates Function as a cis-Regulatory Element at the TRPV1/TRPV3 Intergenic Region	Homo sapiens	hg19	chr17	3466258	3466820		TRPV1	Enhancer	Active	Normal				Embryonic Kidney	UBERON:0002113	HEK293 cell line	CVCL_0045	embryonic kidney cell	CL:0002139	Enhancer activity assay		Luciferase Reporter Assay, RT-qPCR
2020	32352029	BCL9/STAT3 regulation of transcriptional enhancer networks promote DCIS progression	Homo sapiens	hg19	chr17	45414208	45414987		ITGB3	Enhancer	Active	Disease	ductal carcinoma in situ of breast	MONDO:0006539		Breast	UBERON:0000310	DCIS.COM	CVCL_UE18	breast ductal carcinoma cell	CL:0000646	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-exo, RNA-seq, RPPA	ChIP-qPCR, shRNA Knockdown, RT-qPCR, Western blot, In vivo Invasion Assay
2020	32352029	BCL9/STAT3 regulation of transcriptional enhancer networks promote DCIS progression	Homo sapiens	hg19	chr17	45414208	45414987		ITGB3	Enhancer	Active	Normal				Breast	UBERON:0000310	SUM225	CVCL_UE58	mammary epithelial cell	CL:0002321	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-exo, RNA-seq, RPPA	ChIP-qPCR, shRNA Knockdown, RT-qPCR, Western blot, In vivo Invasion Assay
2020	32352029	BCL9/STAT3 regulation of transcriptional enhancer networks promote DCIS progression	Homo sapiens	hg19	chr17	45414208	45414987		ITGB3	Enhancer	Active	Normal				Breast	UBERON:0000310	HMEC	CVCL_U869	mammary epithelial cell	CL:0002321	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-exo, RNA-seq, RPPA	ChIP-qPCR, shRNA Knockdown, RT-qPCR, Western blot, In vivo Invasion Assay
2020	32352029	BCL9/STAT3 regulation of transcriptional enhancer networks promote DCIS progression	Homo sapiens	hg19	chr17	45436112	45436891		ITGB3	Enhancer	Active	Disease	ductal carcinoma in situ of breast	MONDO:0006539		Breast	UBERON:0000310	DCIS.COM	CVCL_UE18	breast ductal carcinoma cell	CL:0000646	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-exo, RNA-seq, RPPA	ChIP-qPCR, shRNA Knockdown, RT-qPCR, Western blot, In vivo Invasion Assay
2020	32352029	BCL9/STAT3 regulation of transcriptional enhancer networks promote DCIS progression	Homo sapiens	hg19	chr17	45436112	45436891		ITGB3	Enhancer	Active	Normal				Breast	UBERON:0000310	SUM225	CVCL_UE58	mammary epithelial cell	CL:0002321	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-exo, RNA-seq, RPPA	ChIP-qPCR, shRNA Knockdown, RT-qPCR, Western blot, In vivo Invasion Assay
2020	32352029	BCL9/STAT3 regulation of transcriptional enhancer networks promote DCIS progression	Homo sapiens	hg19	chr17	45436112	45436891		ITGB3	Enhancer	Active	Normal				Breast	UBERON:0000310	HMEC	CVCL_U869	mammary epithelial cell	CL:0002321	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-exo, RNA-seq, RPPA	ChIP-qPCR, shRNA Knockdown, RT-qPCR, Western blot, In vivo Invasion Assay
2015	26110280	An insulator element located at the cyclin B1 interacting protein 1 gene locus is highly conserved among mammalian species	Homo sapiens	hg19	chr14	62180000	62180066		CCNB1IP1	Enhancer	Active	Normal				Kidney	UBERON:0002113	COS-7 cell line	CVCL_0224	fibroblast-like cell	CL:0000057	Enhancer activity assay		Luciferase Reporter Assay
2018	29515369	Mapping of Human FOXP2 Enhancers Reveals Complex Regulation	Homo sapiens	hg19	chr7	113688009	113688782		CASK	Enhancer	Active	Normal				Embryonic Kidney	UBERON:0002113	HEK293	CVCL_0045	embryonic kidney cell	CL:0002139	Enhancer activity assay		qRT-PCR, and ChIP-qPCR
2018	29515369	Mapping of Human FOXP2 Enhancers Reveals Complex Regulation	Homo sapiens	hg19	chr7	113688009	113688782		CASK	Enhancer	Active	Normal				Brain	UBERON:0000955	SK-N-MC cell lines	CVCL_0530	neuroepithelioma cell	CL:0000031	Enhancer activity assay		qRT-PCR, and ChIP-qPCR
2018	29515369	Mapping of Human FOXP2 Enhancers Reveals Complex Regulation	Homo sapiens	hg19	chr7	114056845	114058646		FOXP2	Enhancer	Active	Normal				Embryonic Kidney	UBERON:0002113	HEK293 cell line	CVCL_0045	embryonic kidney cell	CL:0002139	Enhancer activity assay		qRT-PCR, and ChIP-qPCR
2016	27863249	Lineage-Specific Genome Architecture Links Enhancers and Non-coding Disease Variants to Target Gene Promoters	Homo sapiens	hg19	chr11	5241525	5251525	GATA1	HBB	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	Primary erythroblasts		erythroblast	CL:0000765	Enhancer activity assay, Chromatin interaction assay	ChIP-seq, ATAC-seq, Hi-C	Luciferase Reporter Assay, RT-qPCR
2016	26754925	IER5 generates a novel hypo-phosphorylated active form of HSF1 and contributes to tumorigenesis	Homo sapiens	hg19	chr6	31777438	31777648		HSPA1A	Enhancer	Active	Disease	non-small cell lung carcinoma	MONDO:0005233	DOID:3908	Lung	UBERON:0002048	H1299	CVCL_0060	non-small cell lung carcinoma cell	CL:0000066	Enhancer activity assay	Gene Expression Microarray	Luciferase Reporter Assay, RT-RT-qPCR
2020	33199729	Gene duplication, rather than epigenetic changes, drives FGF4 overexpression in KIT/PDGFRA/SDH/RAS-P WT GIST	Homo sapiens	hg19	chr11	70030000	70079999		FGF4	Enhancer	Active	Disease	gastrointestinal stromal tumor	MONDO:0005047	DOID:9253	Small intestine	UBERON:0002108	Primary GIST tumour cells (SDH-deficient GIST)		gastrointestinal stromal tumor cell	CL:0000066	Chromatin interaction assay, Enhancer activity assay	RNA-seq, ChIP-seq	Sanger sequencing, bisulfite sequencing, RT-qPCR
2020	33199729	Gene duplication, rather than epigenetic changes, drives FGF4 overexpression in KIT/PDGFRA/SDH/RAS-P WT GIST	Homo sapiens	hg19	chr11	70030000	70079999		FGF4	Enhancer	Active	Disease	gastrointestinal stromal tumor	MONDO:0005047	DOID:9253	Small intestine	UBERON:0002108	quadruple WT GIST		gastrointestinal stromal tumor cell	CL:0000066	Chromatin interaction assay, Enhancer activity assay	RNA-seq, ChIP-seq	Sanger sequencing, bisulfite sequencing, RT-qPCR
2020	33199729	Gene duplication, rather than epigenetic changes, drives FGF4 overexpression in KIT/PDGFRA/SDH/RAS-P WT GIST	Homo sapiens	hg19	chr11	70030000	70079999		FGF4	Enhancer	Active	Disease	gastrointestinal stromal tumor	MONDO:0005047	DOID:9253	Small intestine	UBERON:0002108	KIT mutant GIST)		gastrointestinal stromal tumor cell	CL:0000066	Chromatin interaction assay, Enhancer activity assay	RNA-seq, ChIP-seq	Sanger sequencing, bisulfite sequencing, RT-qPCR
2024	38934080	Core regions in immunoglobulin heavy chain enhancers essential for survival of non-Hodgkin lymphoma cells are identified by a CRISPR interference screen	Homo sapiens	hg19	chr14	106032312	106033352		MYC	Enhancer	Active	Disease	Burkitt lymphoma	MONDO:0002483	DOID:8582	Blood	UBERON:0000178	Burkitt lymphoma cell line		Burkitt lymphoma cell	CL:0000945	Functional perturbation assay	CRISPR screen	RT-RT-qPCR, Western blot
2019	31231131	Ascl1-induced Wnt11 regulates neuroendocrine differentiation, cell proliferation, and E-cadherin expression in small-cell lung cancer	Homo sapiens	hg19	chr11	75928700	75928930	ASCL1	WNT11	Enhancer	Active	Disease	small cell lung carcinoma	MONDO:0005020	DOID:5409	Lung	UBERON:0002048	H889	CVCL_1599	small cell lung carcinoma cell	CL:0000066	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-seq, RNA-seq	ChIP-RT-qPCR, qRT-PCR, Western blot
2016	27693352	Enhancer variants drive gene regulatory network dysfunction in Hirschsprung disease	Homo sapiens	hg19	chr10	43552395	43553394	GATA2	RET	Enhancer	Active	Disease	neuroblastoma	MONDO:0005070	DOID:769	Adrenal gland	UBERON:0002369	Neuroblastoma cell		neuroblastoma cell	CL:0000031	Enhancer activity assay, TF binding assay	ChIP-seq, DNase-seq	Luciferase Reporter Assay, EMSA
2018	29378668	Genome-wide analysis reveals a role for TDG in estrogen receptor-mediated enhancer RNA transcription and 3-dimensional reorganization	Homo sapiens	hg19	chr2	11643000	11644000	ESR1	GREB1	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MCF7	CVCL_0031	breast carcinoma cell	CL:0000646	Enhancer activity assay, chromatin interaction assay	ChIP-seq, ChIA-PET	qRT-PCR, and ChIP-qPCR
2016	26957309	Comprehensive benchmarking reveals H2BK20 acetylation as a distinctive signature of cell-state-specific enhancers and promoters	Homo sapiens	hg19	chr1	20173000	20175000	POU5F1	POU5F1	Enhancer	Active	Normal				Inner cell mass	UBERON:0000087	H1 human embryonic stem		embryonic stem cell	CL:0002322	Enhancer activity assay	ChIP-seq	Luciferase Reporter Assay
2014	25394790	Oncogene regulation An oncogenic super-enhancer formed through somatic mutation of a noncoding intergenic element	Homo sapiens	hg19	chr1	129180000	129181000	MYB	TAL1	Enhancer	Active	Disease	T-cell acute lymphoblastic leukemia	MONDO:0004947	DOID:0050890	Blood	UBERON:0000178	T-ALL		T lymphoblast	CL:0002419	Enhancer activity assay, TF binding assay	ChIP-seq	Luciferase Reporter Assay, ChIP-RT-qPCR
2024	39143563	Comprehensive network modeling approaches unravel dynamic enhancer-promoter interactions across neural differentiation	Homo sapiens	hg19	chr14	21993966	21995169	ZNF219; CHD2	CHD8	Enhancer	Active	Normal				Brain	UBERON:0000955	hESC-derived NPCs		neural progenitor cell	CL:0002672	Enhancer activity assay, TF binding assay, Functional perturbation assay	RNA-seq, ChIP-seq, ATAC-seq, MPRA	FIMO motif analysis, TF overexpression assay, RT-RT-qPCR, Fisher's exact test, permutation test
2021	34146516	Functional annotation of the 2q35 breast cancer risk locus implicates a structural variant in influencing activity of a long-range enhancer element	Homo sapiens	hg19	chr2	218305944	218306443		IGFBP5	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MDA-MB-231	CVCL_0062	breast carcinoma cell	CL:0000646	Enhancer activity assay		Luciferase Reporter Assay
2018	29326336	ARID5B as a critical downstream target of the TAL1 complex that activates the oncogenic transcriptional program and promotes T-cell leukemogenesis	Homo sapiens	hg19	chr8	130180000	130181000	ARID5B	MYC	Enhancer	Active	Disease	T-cell acute lymphoblastic leukemia	MONDO:0004947	DOID:0050890	Blood	UBERON:0000178	Jurkat	CVCL_0065	T lymphoblast	CL:0002419	Enhancer activity assay, functional perturbation assay	ChIP-seq, ChIA-PET	qRT-PCR, and ChIP-qPCR
2018	29326336	ARID5B as a critical downstream target of the TAL1 complex that activates the oncogenic transcriptional program and promotes T-cell leukemogenesis	Homo sapiens	hg19	chr8	130180000	130181000	ARID5B	MYC	Enhancer	Active	Disease	T-cell acute lymphoblastic leukemia	MONDO:0004947	DOID:0050890	Blood	UBERON:0000178	CCRF-CEM	CVCL_0207	T lymphoblast	CL:0002419	Enhancer activity assay, functional perturbation assay	ChIP-seq, ChIA-PET	qRT-PCR, and ChIP-qPCR
2018	29440643	Dissection and function of autoimmunity-associated TNFAIP3 (A20) gene enhancers in humanized mouse models	Homo sapiens	hg19	chr6	138215000	138215653	PU.1	TNFAIP3	Enhancer	Active	Normal				Spleen	UBERON:0002106	Splenic B cells		B cell	CL:0000945	Enhancer activity assay, functional perturbation assay	ChIP-seq, Hi-C	qRT-PCR, and ChIP-qPCR
2018	29912188	Dissection of Enhancer Function Using Multiplex CRISPR-based Enhancer Interference in Cell Lines	Homo sapiens	hg19	chr11	132250000	132251000	ESR1	MMP17	Enhancer	Active	Normal				Endometrium	UBERON:0001295	Ishikawa	CVCL_2529	endometrial epithelial cell	CL:0000066	Functional perturbation assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	29912188	Dissection of Enhancer Function Using Multiplex CRISPR-based Enhancer Interference in Cell Lines	Homo sapiens	hg19	chr1	16000000	16001000	ESR1	G0S2	Enhancer	Active	Normal				Endometrium	UBERON:0001295	Ishikawa	CVCL_2529	endometrial epithelial cell	CL:0000066	Functional perturbation assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	30008316	Targeted enhancer activation by a subunit of the Integrator complex	Homo sapiens	hg19	chr16	29018500	29021500		CD84	Enhancer	Active	Disease	acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone marrow	UBERON:0002371	HL-60	CVCL_0002	acute myeloid leukemia cell	CL:0001054	Functional perturbation assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	30008316	Targeted enhancer activation by a subunit of the Integrator complex	Homo sapiens	hg19	chr16	29018500	29021500		CD84	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	Myeloid tissue		myeloid cell	CL:0001054	Functional perturbation assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	30008316	Targeted enhancer activation by a subunit of the Integrator complex	Homo sapiens	hg19	chr5	149400000	149401000	EGR1	CSF1R	Enhancer	Active	Disease	acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone marrow	UBERON:0002371	HL-60	CVCL_0002	acute myeloid leukemia cell	CL:0001054	Functional perturbation assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	30008316	Targeted enhancer activation by a subunit of the Integrator complex	Homo sapiens	hg19	chr5	149400000	149401000	EGR1	CSF1R	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	Myeloid tissue		myeloid cell	CL:0001054	Functional perturbation assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	29113912	Arid1a regulates response to anti-angiogenic therapy in advanced hepatocellular carcinoma	Homo sapiens	hg19	chr8	67740000	67741000		ANGPT2	Enhancer	Active	Disease	hepatocellular carcinoma	MONDO:0007256	DOID:684	Liver	UBERON:0002107	Primary Human Hepatocellular Carcinoma Cells		hepatocellular carcinoma cell	CL:0000182	Enhancer activity assay, TF binding assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	29113912	Arid1a regulates response to anti-angiogenic therapy in advanced hepatocellular carcinoma	Homo sapiens	hg19	chr8	67740000	67741000		ANGPT2	Enhancer	Active	Normal				Liver	UBERON:0002107	Mouse Arid1a Knockout Hepatocytes		mouse hepatocyte	CL:0000182	Enhancer activity assay, TF binding assay	ChIP-seq, RNA-seq	qRT-PCR, and ChIP-qPCR
2018	30590035	The TFAP2C-regulated OCT4 naive enhancer is involved in human germline formation	Homo sapiens	hg19	chr9	11250200	11251200	TFAP2C	KLF4	Enhancer	Active	Normal				Gonadal Tissue	UBERON:0000991	hESC		embryonic stem cell	CL:0002322	Enhancer activity assay, TF binding assay	ATAC-seq, ChIP-seq	qRT-PCR, and ChIP-qPCR
2018	30590035	The TFAP2C-regulated OCT4 naive enhancer is involved in human germline formation	Homo sapiens	hg19	chr9	11250200	11251200	TFAP2C	KLF4	Enhancer	Active	Normal				Gonadal Tissue	UBERON:0000991	hPGCLC		primordial germ cell-like cell	CL:0000670	Enhancer activity assay, TF binding assay	ATAC-seq, ChIP-seq	qRT-PCR, and ChIP-qPCR
2019	30711920	H2AFY promoter deletion causes PITX1 endoactivation and Liebenberg syndrome	Homo sapiens	hg19	chr5	134729406	134737909		PITX1	Enhancer	Active	Normal				Limb Bud	UBERON:0005417	Human forelimb progenitor cells		progenitor cell	CL:0000037	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	RNA-seq	CRISPR Knockout, RT-RT-qPCR, Whole-mount in situ hybridisation
2019	30711920	H2AFY promoter deletion causes PITX1 endoactivation and Liebenberg syndrome	Homo sapiens	hg19	chr5	134729406	134737909		PITX1	Enhancer	Active	Normal				Embryo	UBERON:0000922	Mouse embryonic limb (E11.5)		mouse embryo	CL:0000000	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	RNA-seq	CRISPR Knockout, RT-RT-qPCR, Whole-mount in situ hybridisation
2020	31087647	Fine-mapping of the 4q3122 locus identifies potential causal variants and enhancers for premenopausal breast cancer risk	Homo sapiens	hg19	chr4	145678450	145679450	FOS	EDNRA	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MCF10A-Er-Src		breast carcinoma cell	CL:0000646	TF binding assay, Enhancer activity assay	ChIP-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	31087647	Fine-mapping of the 4q3122 locus identifies potential causal variants and enhancers for premenopausal breast cancer risk	Homo sapiens	hg19	chr4	145678450	145679450	FOS	EDNRA	Enhancer	Active	Normal				Breast	UBERON:0000310	HMEC	CVCL_U869	mammary epithelial cell	CL:0002321	TF binding assay, Enhancer activity assay	ChIP-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	31087647	Fine-mapping of the 4q3122 locus identifies potential causal variants and enhancers for premenopausal breast cancer risk	Homo sapiens	hg19	chr4	145678450	145679450	FOS	EDNRA	Enhancer	Active	Normal				Breast	UBERON:0000310	vHMEC		mammary epithelial cell	CL:0002321	TF binding assay, Enhancer activity assay	ChIP-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	31087647	Fine-mapping of the 4q3122 locus identifies potential causal variants and enhancers for premenopausal breast cancer risk	Homo sapiens	hg19	chr4	145678450	145679450	FOS	EDNRA	Enhancer	Active	Normal				Breast	UBERON:0000310	breast myoepithelial		myoepithelial cell	CL:0000186	TF binding assay, Enhancer activity assay	ChIP-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	31087647	Fine-mapping of the 4q3122 locus identifies potential causal variants and enhancers for premenopausal breast cancer risk	Homo sapiens	hg19	chr4	145682300	145683300	FOS	EDNRA	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MCF10A-Er-Src		breast carcinoma cell	CL:0000646	TF binding assay, Enhancer activity assay	ChIP-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	31087647	Fine-mapping of the 4q3122 locus identifies potential causal variants and enhancers for premenopausal breast cancer risk	Homo sapiens	hg19	chr4	145682300	145683300	FOS	EDNRA	Enhancer	Active	Normal				Breast	UBERON:0000310	HMEC	CVCL_U869	mammary epithelial cell	CL:0002321	TF binding assay, Enhancer activity assay	ChIP-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
